gene	tissue	n_shared_snps	PP.H0	PP.H1	PP.H2	PP.H3	PP.H4	phecode	lead_chr	lead_bp
ENSG00000203710.10	Brain_Caudate_basal_ganglia	2486	2.58735029683248e-12	0.000192046454215892	5.8768476115025e-10	0.0426638432431751	0.957144109712337	F5_DEMENTIA	1	207518704
ENSG00000117335.19	Brain_Caudate_basal_ganglia	2486	6.75195790656977e-21	5.0116506317646e-13	1.34725229486897e-08	0.999999986397384	1.2959054543043e-10	F5_DEMENTIA	1	207518704
ENSG00000284237.1	Brain_Caudate_basal_ganglia	2486	3.85655867238037e-10	0.0286253631529102	1.30595963305549e-08	0.969348421568761	0.00202620183307767	F5_DEMENTIA	1	207518704
ENSG00000203710.10	Brain_Putamen_basal_ganglia	2473	2.04792632367544e-10	0.0152007630882408	6.73676675677305e-10	0.0490680185593531	0.935731217473938	F5_DEMENTIA	1	207518704
ENSG00000117335.19	Brain_Putamen_basal_ganglia	2473	8.48336840197785e-20	6.296792603227e-12	1.34725229510254e-08	0.999999986385504	1.35673677370722e-10	F5_DEMENTIA	1	207518704
ENSG00000196352.14	Brain_Cerebellum	2469	2.61245784910132e-11	0.00193910066322068	1.34446272572699e-08	0.997929294918067	0.000131590947961808	F5_DEMENTIA	1	207518704
ENSG00000117335.19	Brain_Cerebellum	2469	2.33291362093736e-50	1.73160855060393e-42	1.34725229232126e-08	0.999999986397498	1.29985414234747e-10	F5_DEMENTIA	1	207518704
ENSG00000196352.14	Brain_Cerebellar_Hemisphere	2467	6.86184277401147e-10	0.0509321283440291	1.27351084724786e-08	0.94526148249392	0.00380637574075778	F5_DEMENTIA	1	207518704
ENSG00000117335.19	Brain_Cerebellar_Hemisphere	2467	2.47770557174861e-30	1.83908058425597e-22	1.3472522951241e-08	0.999999986401974	1.25502577982563e-10	F5_DEMENTIA	1	207518704
ENSG00000284237.1	Brain_Cerebellar_Hemisphere	2467	5.78957498604688e-09	0.429732050060271	6.94931062011073e-09	0.515759088260175	0.0545088489406703	F5_DEMENTIA	1	207518704
ENSG00000117335.19	Brain_Frontal_Cortex_BA9	2467	1.41959321617847e-15	1.05369514307268e-07	1.34725212550155e-08	0.999999862587745	1.85702153483112e-08	F5_DEMENTIA	1	207518704
ENSG00000203710.10	Brain_Nucleus_accumbens_basal_ganglia	2457	7.11386427870129e-10	0.0528027617586819	6.52068637127237e-10	0.0475001930125468	0.899697043865316	F5_DEMENTIA	1	207518704
ENSG00000117335.19	Brain_Nucleus_accumbens_basal_ganglia	2457	1.34581339223167e-23	9.98931960712435e-16	1.34725229230788e-08	0.999999986400489	1.26988054588888e-10	F5_DEMENTIA	1	207518704
ENSG00000196352.14	Brain_Cortex	2465	0.000579118610358374	0.113517025247419	0.00441628118168869	0.865649836675498	0.0158377382850358	F5_ALZHDEMENT	1	207518704
ENSG00000203710.10	Brain_Cortex	2465	5.08591347856844e-07	9.96924910417865e-05	0.000126373265523475	0.0237953155704126	0.975978110081673	F5_ALZHDEMENT	1	207518704
ENSG00000117335.19	Brain_Cortex	2465	2.92954453359199e-31	5.74240189893754e-29	0.00507514762107494	0.994814510240374	0.000110342138549104	F5_ALZHDEMENT	1	207518704
ENSG00000284237.1	Brain_Cortex	2465	0.000269819725142343	0.0528892216609664	0.00477924651027794	0.936807753026016	0.00525395907759707	F5_ALZHDEMENT	1	207518704
ENSG00000196352.14	Brain_Hippocampus	2456	0.00111341268709038	0.218252791182159	0.00387892622185032	0.760336399963292	0.0164184699456084	F5_ALZHDEMENT	1	207518704
ENSG00000203710.10	Brain_Hippocampus	2456	0.000219838297740526	0.0430930261949758	0.00177693988850583	0.347711169289361	0.607199026329416	F5_ALZHDEMENT	1	207518704
ENSG00000117335.19	Brain_Hippocampus	2456	7.11823734130986e-16	1.39532734452471e-13	0.00507505854340928	0.994820329315625	0.000104612140822588	F5_ALZHDEMENT	1	207518704
ENSG00000117335.19	Brain_Anterior_cingulate_cortex_BA24	2464	0.000538732655571034	0.105603283486675	0.00444902218710661	0.872087509032393	0.0173214526382546	F5_ALZHDEMENT	1	207518704
ENSG00000117335.19	Brain_Amygdala	2442	3.34682099585825e-05	0.006560408716333	0.00503505710927467	0.986966006337569	0.00140505962686488	F5_ALZHDEMENT	1	207518704
ENSG00000117322.17	Brain_Hypothalamus	2465	9.57642459126471e-06	0.00187718633050571	0.00506426853930624	0.992705816165768	0.000343152539829485	F5_ALZHDEMENT	1	207518704
ENSG00000117335.19	Brain_Hypothalamus	2465	5.16387918513729e-06	0.00101223200019398	0.00506948171052317	0.993727868368737	0.000185254041361393	F5_ALZHDEMENT	1	207518704
ENSG00000117335.19	Brain_Substantia_nigra	2435	2.46282762080493e-05	0.00482760635666111	0.00504836948603934	0.989575051944756	0.000524343936334151	F5_ALZHDEMENT	1	207518704
ENSG00000196352.14	Brain_Caudate_basal_ganglia	2486	0.00293355069561297	0.575040334564928	0.00187116049822975	0.366735114114927	0.0534198401263022	F5_ALZHDEMENT	1	207518704
ENSG00000203710.10	Brain_Caudate_basal_ganglia	2486	6.36801174376134e-07	0.000124827009436793	0.000144641545646754	0.027380568837525	0.972349325806217	F5_ALZHDEMENT	1	207518704
ENSG00000117335.19	Brain_Caudate_basal_ganglia	2486	2.54342948121356e-15	4.9856801247941e-13	0.00507503342410975	0.994817852736847	0.000107113838543005	F5_ALZHDEMENT	1	207518704
ENSG00000284237.1	Brain_Caudate_basal_ganglia	2486	0.000144488697919539	0.0283229566534359	0.00489287011933876	0.959102415940999	0.00753726858830699	F5_ALZHDEMENT	1	207518704
ENSG00000203710.10	Brain_Putamen_basal_ganglia	2473	6.36727386233458e-05	0.0124811038805149	0.000209454990597814	0.040110144972097	0.947135623418167	F5_ALZHDEMENT	1	207518704
ENSG00000117335.19	Brain_Putamen_basal_ganglia	2473	3.19570240026629e-14	6.26420262286478e-12	0.00507512722448748	0.9948242380884	0.000100634680816928	F5_ALZHDEMENT	1	207518704
ENSG00000196352.14	Brain_Cerebellum	2469	9.84104253231297e-06	0.00192905865019539	0.00506454673385068	0.992761217952926	0.000235335620496141	F5_ALZHDEMENT	1	207518704
ENSG00000117335.19	Brain_Cerebellum	2469	8.78798318660409e-45	1.72263608537681e-42	0.00507504023585574	0.994818301546161	0.00010665821798345	F5_ALZHDEMENT	1	207518704
ENSG00000196352.14	Brain_Cerebellar_Hemisphere	2467	0.00025841751902451	0.0506552217607386	0.00479605150445906	0.940121924658134	0.00416838455764465	F5_ALZHDEMENT	1	207518704
ENSG00000117335.19	Brain_Cerebellar_Hemisphere	2467	9.3339503624594e-25	1.82964888487016e-22	0.00507533509702811	0.994871447060104	5.32178428715429e-05	F5_ALZHDEMENT	1	207518704
ENSG00000284237.1	Brain_Cerebellar_Hemisphere	2467	0.00219289280926064	0.429852712656417	0.0026321609660271	0.515909016952418	0.0494132166158765	F5_ALZHDEMENT	1	207518704
ENSG00000117335.19	Brain_Frontal_Cortex_BA9	2467	5.34754113284352e-10	1.04823657013269e-07	0.00507503563367597	0.9948193477272	0.000105511280713349	F5_ALZHDEMENT	1	207518704
ENSG00000203710.10	Brain_Nucleus_accumbens_basal_ganglia	2457	0.000237488286918659	0.0465524827636019	0.000217685715551777	0.0417595475303061	0.911232795703622	F5_ALZHDEMENT	1	207518704
ENSG00000117335.19	Brain_Nucleus_accumbens_basal_ganglia	2457	5.06965007691795e-18	9.93753422054234e-16	0.00507507038252954	0.994815801888935	0.00010912772853449	F5_ALZHDEMENT	1	207518704
ENSG00000196352.14	Brain_Cortex	2464	0.0918402394303561	0.0210273819387862	0.700351827530644	0.160323357444852	0.0264571936553616	F5_VASCDEM	1	207518704
ENSG00000203710.10	Brain_Cortex	2464	0.00307890936607081	0.000704935043689333	0.765036979464634	0.175103798597942	0.0560753775276636	F5_VASCDEM	1	207518704
ENSG00000117335.19	Brain_Cortex	2464	4.64010319602615e-29	1.06237987556873e-29	0.80383528071342	0.184030847377612	0.0121338719089629	F5_VASCDEM	1	207518704
ENSG00000284237.1	Brain_Cortex	2464	0.0296955242393219	0.00679897106024218	0.525985923473649	0.120110270057988	0.317409311168799	F5_VASCDEM	1	207518704
ENSG00000196352.14	Brain_Hippocampus	2455	0.173578846656346	0.0398277473049401	0.604699538950207	0.138705402718541	0.0431884643699661	F5_VASCDEM	1	207518704
ENSG00000203710.10	Brain_Hippocampus	2455	0.0873824375777468	0.0200499410485566	0.706296826727361	0.16203590134479	0.024234893301546	F5_VASCDEM	1	207518704
ENSG00000117335.19	Brain_Hippocampus	2455	1.12681893228948e-13	2.58549129448355e-14	0.803367005928564	0.184320621747211	0.0123123723240865	F5_VASCDEM	1	207518704
ENSG00000117335.19	Brain_Anterior_cingulate_cortex_BA24	2463	0.0866945858677973	0.0199493658230754	0.715943267036827	0.164733642672838	0.0126791385994616	F5_VASCDEM	1	207518704
ENSG00000117335.19	Brain_Amygdala	2441	0.00531042486890035	0.00121168722655525	0.798911565944222	0.18227650316856	0.0122898187917618	F5_VASCDEM	1	207518704
ENSG00000117322.17	Brain_Hypothalamus	2464	0.00151741893748967	0.000348423444280016	0.802447084656768	0.184243128198055	0.011443944763408	F5_VASCDEM	1	207518704
ENSG00000117335.19	Brain_Hypothalamus	2464	0.000817467200426317	0.000187703428843242	0.802518275295422	0.18425870078878	0.0122178532865289	F5_VASCDEM	1	207518704
ENSG00000117335.19	Brain_Substantia_nigra	2434	0.00390175560786586	0.000892219061916512	0.799788014034423	0.182875927449019	0.0125420838467764	F5_VASCDEM	1	207518704
ENSG00000196352.14	Brain_Caudate_basal_ganglia	2485	0.487220089862299	0.112718208696135	0.310729926436472	0.0718698050475007	0.017461969957593	F5_VASCDEM	1	207518704
ENSG00000203710.10	Brain_Caudate_basal_ganglia	2485	0.00339134096020112	0.000784585623757307	0.770301994108293	0.178161754482997	0.0473603248247509	F5_VASCDEM	1	207518704
ENSG00000117335.19	Brain_Caudate_basal_ganglia	2485	4.02083509838996e-13	9.30218887076597e-14	0.802289176468836	0.185597225403932	0.0121135981267354	F5_VASCDEM	1	207518704
ENSG00000284237.1	Brain_Caudate_basal_ganglia	2485	0.0163530461795146	0.00378327189381915	0.553766457224568	0.127815407238338	0.29828181746376	F5_VASCDEM	1	207518704
ENSG00000203710.10	Brain_Putamen_basal_ganglia	2472	0.182433633261323	0.0420133954967268	0.600109832636738	0.138164495280272	0.0372786433249404	F5_VASCDEM	1	207518704
ENSG00000117335.19	Brain_Putamen_basal_ganglia	2472	5.05479037147973e-12	1.16408856872253e-12	0.802755424713867	0.184857477865126	0.01238709741479	F5_VASCDEM	1	207518704
ENSG00000196352.14	Brain_Cerebellum	2468	0.00146217930624666	0.000336022054204266	0.75248961264651	0.172856075607239	0.0728561103857999	F5_VASCDEM	1	207518704
ENSG00000117335.19	Brain_Cerebellum	2468	1.39103347766301e-42	3.1967209810339e-43	0.803292358830014	0.184591747248921	0.012115893921065	F5_VASCDEM	1	207518704
ENSG00000196352.14	Brain_Cerebellar_Hemisphere	2466	0.0387839289040649	0.00892647033440025	0.719802308352672	0.165602095066014	0.0668851973428491	F5_VASCDEM	1	207518704
ENSG00000117335.19	Brain_Cerebellar_Hemisphere	2466	1.47518102823876e-22	3.39526191867148e-23	0.80212985141149	0.184604139325634	0.0132660092628767	F5_VASCDEM	1	207518704
ENSG00000284237.1	Brain_Cerebellar_Hemisphere	2466	0.327079838506582	0.0752803689030954	0.392570989269894	0.0902389168556967	0.114829886464733	F5_VASCDEM	1	207518704
ENSG00000117335.19	Brain_Frontal_Cortex_BA9	2466	8.45693295343808e-08	1.95069872783959e-08	0.80259785211502	0.185117077854768	0.0122849659538968	F5_VASCDEM	1	207518704
ENSG00000203710.10	Brain_Nucleus_accumbens_basal_ganglia	2456	0.405794039646393	0.0928575119075436	0.371922540460658	0.0850623614304897	0.0443635465549159	F5_VASCDEM	1	207518704
ENSG00000117335.19	Brain_Nucleus_accumbens_basal_ganglia	2456	8.03003110789882e-16	1.83750532627196e-16	0.803863563549262	0.183935228106688	0.0122012083440466	F5_VASCDEM	1	207518704
ENSG00000196352.14	Brain_Cortex	2464	2.50295429162682e-10	0.114272276308718	1.90869342593102e-09	0.87139887788679	0.0143288436455018	G6_NEURODEGENERATIVE	1	207518704
ENSG00000203710.10	Brain_Cortex	2464	1.64478536090072e-13	7.50926087056984e-05	4.08690700102341e-11	0.0176765088801312	0.982248398470129	G6_NEURODEGENERATIVE	1	207518704
ENSG00000117335.19	Brain_Cortex	2464	1.26436543544898e-37	5.77245524930898e-29	2.19034254582717e-09	0.999999997781885	2.77674787175112e-11	G6_NEURODEGENERATIVE	1	207518704
ENSG00000284237.1	Brain_Cortex	2464	1.16620771309734e-10	0.053243165674352	2.06566092584194e-09	0.943072971064613	0.0036838610787522	G6_NEURODEGENERATIVE	1	207518704
ENSG00000196352.14	Brain_Hippocampus	2455	4.80731337044748e-10	0.219477696261475	1.67473182055071e-09	0.764582190915772	0.0159401106672889	G6_NEURODEGENERATIVE	1	207518704
ENSG00000203710.10	Brain_Hippocampus	2455	8.7210132536363e-11	0.0398157505133832	7.04904115476314e-10	0.321184687450805	0.638999561243696	G6_NEURODEGENERATIVE	1	207518704
ENSG00000117335.19	Brain_Hippocampus	2455	3.07221908617352e-22	1.40262037334407e-13	2.19034254580819e-09	0.999999997779867	2.96510268456024e-11	G6_NEURODEGENERATIVE	1	207518704
ENSG00000117335.19	Brain_Anterior_cingulate_cortex_BA24	2463	2.32680424047247e-10	0.106230152893782	1.92152694773733e-09	0.877255831881446	0.0165140130705647	G6_NEURODEGENERATIVE	1	207518704
ENSG00000117335.19	Brain_Amygdala	2441	1.44422587480945e-11	0.00659360735196941	2.17272399799549e-09	0.991954805179163	0.00145158528169977	G6_NEURODEGENERATIVE	1	207518704
ENSG00000117322.17	Brain_Hypothalamus	2464	4.13353490848619e-12	0.00188716368004933	2.18591119083375e-09	0.997976728365801	0.000136105764103751	G6_NEURODEGENERATIVE	1	207518704
ENSG00000117335.19	Brain_Hypothalamus	2464	2.22871064270788e-12	0.00101751693680459	2.18795447717746e-09	0.998909653192462	7.2827680550104e-05	G6_NEURODEGENERATIVE	1	207518704
ENSG00000117335.19	Brain_Substantia_nigra	2434	1.06291399911345e-11	0.00485272953666209	2.17877786790782e-09	0.994719721236458	0.000427547037472039	G6_NEURODEGENERATIVE	1	207518704
ENSG00000196352.14	Brain_Caudate_basal_ganglia	2485	1.28318638432592e-09	0.585838221387638	8.18366112363237e-10	0.373584137809514	0.0405776387012959	G6_NEURODEGENERATIVE	1	207518704
ENSG00000203710.10	Brain_Caudate_basal_ganglia	2485	2.37929809155189e-13	0.000108626757510211	5.40428723035796e-11	0.0236970570335625	0.976194316154645	G6_NEURODEGENERATIVE	1	207518704
ENSG00000117335.19	Brain_Caudate_basal_ganglia	2485	1.09773463801392e-21	5.01170302105028e-13	2.19034254616947e-09	0.99999999778025	2.89026661457438e-11	G6_NEURODEGENERATIVE	1	207518704
ENSG00000284237.1	Brain_Caudate_basal_ganglia	2485	6.27004231527555e-11	0.0286258526654791	2.12323690734012e-09	0.969360932478303	0.00201321267028085	G6_NEURODEGENERATIVE	1	207518704
ENSG00000203710.10	Brain_Putamen_basal_ganglia	2472	2.02457170539499e-11	0.00924317387883158	6.65976643432468e-11	0.0294438235411195	0.961313002493204	G6_NEURODEGENERATIVE	1	207518704
ENSG00000117335.19	Brain_Putamen_basal_ganglia	2472	1.37921489808446e-20	6.2968000023405e-12	2.19034254621201e-09	0.999999997771873	3.14882366854765e-11	G6_NEURODEGENERATIVE	1	207518704
ENSG00000196352.14	Brain_Cerebellum	2468	4.24729464972766e-12	0.00193910064360768	2.18580928625863e-09	0.997930209289722	0.000130687876612825	G6_NEURODEGENERATIVE	1	207518704
ENSG00000117335.19	Brain_Cerebellum	2468	3.79294011113138e-51	1.73166526394203e-42	2.19034254581027e-09	0.999999997780762	2.8898885276711e-11	G6_NEURODEGENERATIVE	1	207518704
ENSG00000196352.14	Brain_Cerebellar_Hemisphere	2466	1.11548914966919e-10	0.0509276117159245	2.07026902008912e-09	0.945176582499333	0.00389580360292483	G6_NEURODEGENERATIVE	1	207518704
ENSG00000117335.19	Brain_Cerebellar_Hemisphere	2466	4.02821533683747e-31	1.83908007212287e-22	2.19034254626271e-09	0.999999997794831	1.48339297856346e-11	G6_NEURODEGENERATIVE	1	207518704
ENSG00000284237.1	Brain_Cerebellar_Hemisphere	2466	9.42823019574296e-10	0.430445465757821	1.13160434220179e-09	0.516580527744993	0.0529740044227592	G6_NEURODEGENERATIVE	1	207518704
ENSG00000117335.19	Brain_Frontal_Cortex_BA9	2466	2.30795256451222e-16	1.05369480395241e-07	2.19034226859728e-09	0.99999987120058	2.12395964660945e-08	G6_NEURODEGENERATIVE	1	207518704
ENSG00000203710.10	Brain_Nucleus_accumbens_basal_ganglia	2456	8.86141800463081e-11	0.0404567678325554	8.1217582674157e-11	0.0361564675484005	0.923386764449213	G6_NEURODEGENERATIVE	1	207518704
ENSG00000117335.19	Brain_Nucleus_accumbens_basal_ganglia	2456	2.18799801077855e-24	9.98929601265871e-16	2.19034254581284e-09	0.999999997781487	2.81663822669532e-11	G6_NEURODEGENERATIVE	1	207518704
ENSG00000196352.14	Brain_Cortex	2464	3.51441487837836e-07	0.114140872319229	2.68000921822469e-06	0.870395690747191	0.0154604054828738	G6_ALZHEIMER	1	207518704
ENSG00000203710.10	Brain_Cortex	2464	2.58405425499734e-10	8.3924697849477e-05	6.42077056181338e-08	0.0198732821703333	0.980042728665705	G6_ALZHEIMER	1	207518704
ENSG00000117335.19	Brain_Cortex	2464	1.7773422455404e-34	5.77243727153253e-29	3.07900566541567e-06	0.999996883337016	3.76573254168234e-08	G6_ALZHEIMER	1	207518704
ENSG00000284237.1	Brain_Cortex	2464	1.6393404420931e-07	0.0532423616915247	2.90370356614297e-06	0.943058718420658	0.00369585225020643	G6_ALZHEIMER	1	207518704
ENSG00000196352.14	Brain_Hippocampus	2455	6.75745062851935e-07	0.21946791883687	2.35410440745375e-06	0.764548088285349	0.0159809630283124	G6_ALZHEIMER	1	207518704
ENSG00000203710.10	Brain_Hippocampus	2455	1.12799096478557e-07	0.036634796629291	9.11735196556327e-07	0.295444678457862	0.667919500378554	G6_ALZHEIMER	1	207518704
ENSG00000117335.19	Brain_Hippocampus	2455	4.31867602322754e-19	1.40261600276925e-13	3.07900562098868e-06	0.999996881733695	3.92605440479949e-08	G6_ALZHEIMER	1	207518704
ENSG00000117335.19	Brain_Anterior_cingulate_cortex_BA24	2463	3.266606217763e-07	0.106092565000965	2.69763642591754e-06	0.876118328241159	0.0177860824608289	G6_ALZHEIMER	1	207518704
ENSG00000117335.19	Brain_Amygdala	2441	2.03049027887405e-08	0.00659460924322829	3.05471258586076e-06	0.992105686778701	0.00129662896058119	G6_ALZHEIMER	1	207518704
ENSG00000117322.17	Brain_Hypothalamus	2464	5.8105869683515e-09	0.00188715759935608	3.07277605261204e-06	0.997973512605701	0.000136251208302351	G6_ALZHEIMER	1	207518704
ENSG00000117335.19	Brain_Hypothalamus	2464	3.13293854295698e-09	0.00101751317239714	3.07564686973275e-06	0.998905957000918	7.34510468773638e-05	G6_ALZHEIMER	1	207518704
ENSG00000117335.19	Brain_Substantia_nigra	2434	1.49414852936119e-08	0.00485268308965371	3.06272920467172e-06	0.99471019395723	0.000434045282426123	G6_ALZHEIMER	1	207518704
ENSG00000196352.14	Brain_Caudate_basal_ganglia	2485	1.80354675391303e-06	0.585754412959029	1.15023161365641e-06	0.373530553629134	0.0407120796334693	G6_ALZHEIMER	1	207518704
ENSG00000203710.10	Brain_Caudate_basal_ganglia	2485	2.61513346460184e-10	8.49340869064731e-05	5.93995869563839e-08	0.0183101435281378	0.981604862723855	G6_ALZHEIMER	1	207518704
ENSG00000117335.19	Brain_Caudate_basal_ganglia	2485	1.54310618189365e-18	5.01168740842166e-13	3.07900562341181e-06	0.999996882507602	3.848627236757e-08	G6_ALZHEIMER	1	207518704
ENSG00000284237.1	Brain_Caudate_basal_ganglia	2485	8.81349330306349e-08	0.0286243901615164	2.98453077710001e-06	0.969311359450506	0.00206117772226793	G6_ALZHEIMER	1	207518704
ENSG00000203710.10	Brain_Putamen_basal_ganglia	2472	2.72592221123506e-08	0.00885322728308438	8.9668373792775e-08	0.0281594319714212	0.9629872238179	G6_ALZHEIMER	1	207518704
ENSG00000117335.19	Brain_Putamen_basal_ganglia	2472	1.93878829968892e-17	6.29678037039576e-12	3.07900567692868e-06	0.999996879965551	4.10224724125205e-08	G6_ALZHEIMER	1	207518704
ENSG00000196352.14	Brain_Cerebellum	2468	5.97049986780903e-09	0.00193909397719453	3.07263214137963e-06	0.997926778154401	0.000131049265761801	G6_ALZHEIMER	1	207518704
ENSG00000117335.19	Brain_Cerebellum	2468	5.33180709239162e-48	1.73165986924537e-42	3.07900562053293e-06	0.999996882419182	3.85752040911234e-08	G6_ALZHEIMER	1	207518704
ENSG00000196352.14	Brain_Cerebellar_Hemisphere	2466	1.56804585304429e-07	0.0509268617070981	2.91018227528212e-06	0.945162651249156	0.00390742005688441	G6_ALZHEIMER	1	207518704
ENSG00000117335.19	Brain_Cerebellar_Hemisphere	2466	5.66253809167205e-28	1.83907437238452e-22	3.07900572955963e-06	0.999996898539009	2.24552628650799e-08	G6_ALZHEIMER	1	207518704
ENSG00000284237.1	Brain_Cerebellar_Hemisphere	2466	1.32811788863468e-06	0.431345014011596	1.59404674953044e-06	0.517662176538169	0.0509898872855981	G6_ALZHEIMER	1	207518704
ENSG00000117335.19	Brain_Frontal_Cortex_BA9	2466	3.24433221575265e-13	1.05369151898776e-07	3.07900521648579e-06	0.999996753592716	6.20325926516847e-08	G6_ALZHEIMER	1	207518704
ENSG00000203710.10	Brain_Nucleus_accumbens_basal_ganglia	2456	1.08173663891337e-07	0.0351325524773939	9.91444426351397e-08	0.031266448725379	0.93360079147912	G6_ALZHEIMER	1	207518704
ENSG00000117335.19	Brain_Nucleus_accumbens_basal_ganglia	2456	3.0757098688231e-21	9.98926489909897e-16	3.07900562572382e-06	0.999996883053638	3.79407328349971e-08	G6_ALZHEIMER	1	207518704
ENSG00000196352.14	Brain_Cortex	2464	1.06172569875072e-06	0.114136668874994	8.09646771467954e-06	0.870363606119652	0.0154905668119412	G6_AD_WIDE	1	207518704
ENSG00000203710.10	Brain_Cortex	2464	9.29954770042849e-10	9.9971150535391e-05	2.31072014055495e-07	0.0238644578180662	0.976035339029431	G6_AD_WIDE	1	207518704
ENSG00000117335.19	Brain_Cortex	2464	5.36962084902217e-34	5.77240088989316e-29	9.30214372429237e-06	0.999990580629227	1.17227050275162e-07	G6_AD_WIDE	1	207518704
ENSG00000284237.1	Brain_Cortex	2464	4.95268876249586e-07	0.0532419435632982	8.7725158560071e-06	0.943051310643066	0.00369747800890457	G6_AD_WIDE	1	207518704
ENSG00000196352.14	Brain_Hippocampus	2455	2.04157764264287e-06	0.219471828184521	7.11227827018205e-06	0.764561731021412	0.015957286938153	G6_AD_WIDE	1	207518704
ENSG00000203710.10	Brain_Hippocampus	2455	3.48486601042904e-07	0.0374626905346039	2.81675571541036e-06	0.302143928119807	0.660390216103274	G6_AD_WIDE	1	207518704
ENSG00000117335.19	Brain_Hippocampus	2455	1.30473757815452e-18	1.40260715829512e-13	9.3021433315357e-06	0.999990575971876	1.21884653142027e-07	G6_AD_WIDE	1	207518704
ENSG00000117335.19	Brain_Anterior_cingulate_cortex_BA24	2463	9.87336576612043e-07	0.106139761566151	8.15364612736621e-06	0.87650853154184	0.0173425659093061	G6_AD_WIDE	1	207518704
ENSG00000117335.19	Brain_Amygdala	2441	6.134625819952e-08	0.00659478885513684	9.22906102862271e-06	0.992132741424335	0.00126317931324203	G6_AD_WIDE	1	207518704
ENSG00000117322.17	Brain_Hypothalamus	2464	1.75546622268198e-08	0.00188714538599886	9.2833212885494e-06	0.997967053644166	0.000136500093882625	G6_AD_WIDE	1	207518704
ENSG00000117335.19	Brain_Hypothalamus	2464	9.46507964790783e-09	0.00101750641253419	9.29199286602748e-06	0.998899320334025	7.38717954933788e-05	G6_AD_WIDE	1	207518704
ENSG00000117335.19	Brain_Substantia_nigra	2434	4.51403990270216e-08	0.00485264206050841	9.25295013807645e-06	0.994701781505299	0.000436278343655109	G6_AD_WIDE	1	207518704
ENSG00000196352.14	Brain_Caudate_basal_ganglia	2485	5.44844579210295e-06	0.585713826333902	3.47480573030505e-06	0.373504608504001	0.0407726419105743	G6_AD_WIDE	1	207518704
ENSG00000203710.10	Brain_Caudate_basal_ganglia	2485	8.5826236623315e-10	9.2264134343306e-05	1.9494389385675e-07	0.0199767490307181	0.979930791032783	G6_AD_WIDE	1	207518704
ENSG00000117335.19	Brain_Caudate_basal_ganglia	2485	4.66195841990876e-18	5.01165581621835e-13	9.30214418128768e-06	0.999990578740757	1.19114563743665e-07	G6_AD_WIDE	1	207518704
ENSG00000284237.1	Brain_Caudate_basal_ganglia	2485	2.6627365341338e-07	0.0286247062637034	9.01687771711205e-06	0.969322080929844	0.00204392965508258	G6_AD_WIDE	1	207518704
ENSG00000203710.10	Brain_Putamen_basal_ganglia	2472	8.03091656669148e-08	0.0086333217435054	2.64174533533153e-07	0.0274351154595151	0.963931218313279	G6_AD_WIDE	1	207518704
ENSG00000117335.19	Brain_Putamen_basal_ganglia	2472	5.85737453265379e-17	6.29674066374313e-12	9.3021447678595e-06	0.999990574036525	1.23812408531962e-07	G6_AD_WIDE	1	207518704
ENSG00000196352.14	Brain_Cerebellum	2468	1.80377785907659e-08	0.00193908092181152	9.28288409416129e-06	0.997920058878733	0.000131559277583285	G6_AD_WIDE	1	207518704
ENSG00000117335.19	Brain_Cerebellum	2468	1.61081985097824e-47	1.73164895321768e-42	9.30214332379999e-06	0.99999057856377	1.19292904262238e-07	G6_AD_WIDE	1	207518704
ENSG00000196352.14	Brain_Cerebellar_Hemisphere	2466	4.73727118354334e-07	0.0509261752849237	8.79204049089959e-06	0.945149904504371	0.00391465444309546	G6_AD_WIDE	1	207518704
ENSG00000117335.19	Brain_Cerebellar_Hemisphere	2466	1.71073899057654e-27	1.83906283439088e-22	9.30214520148308e-06	0.999990624702968	7.3151827329303e-08	G6_AD_WIDE	1	207518704
ENSG00000284237.1	Brain_Cerebellar_Hemisphere	2466	4.02082973511539e-06	0.43224352575096	4.8259199160889e-06	0.518742582000447	0.0490050454989419	G6_AD_WIDE	1	207518704
ENSG00000117335.19	Brain_Frontal_Cortex_BA9	2466	9.80162004243245e-13	1.05368487489331e-07	9.30214208462615e-06	0.999990447990303	1.44498143341657e-07	G6_AD_WIDE	1	207518704
ENSG00000203710.10	Brain_Nucleus_accumbens_basal_ganglia	2456	3.45791253309601e-07	0.0371729374943644	3.16928167579913e-07	0.033140438285116	0.929685961501099	G6_AD_WIDE	1	207518704
ENSG00000117335.19	Brain_Nucleus_accumbens_basal_ganglia	2456	9.2921864378288e-21	9.98920193421213e-16	9.30214341975535e-06	0.999990579737809	1.18118768515476e-07	G6_AD_WIDE	1	207518704
ENSG00000267508.5	Brain_Cortex	3157	0.000874348017774035	0.434509632834802	0.00102312031968652	0.508387228481433	0.0552056703463052	M13_ARTHROSIS_INCLAVO	19	44888997
ENSG00000278318.4	Brain_Cortex	3157	0.000188663865311322	0.0937570225804557	0.00180348669659525	0.896239622953336	0.00801120390430187	M13_ARTHROSIS_INCLAVO	19	44888997
ENSG00000167384.10	Brain_Cortex	3157	1.39153524358685e-07	6.91527235696062e-05	0.00200805182577553	0.997906817360369	1.58389367615998e-05	M13_ARTHROSIS_INCLAVO	19	44888997
ENSG00000073008.14	Brain_Cortex	3157	0.000232708480912856	0.115645114466447	0.00175543829251073	0.872359841764475	0.0100068969956539	M13_ARTHROSIS_INCLAVO	19	44888997
